subject_area,date,aggregationType
Computer Networks and Communications,2019,Conference Proceeding
Computer Science Applications,2019,Conference Proceeding
Electrical and Electronic Engineering,2022,Conference Proceeding
Computer Networks and Communications,2022,Conference Proceeding
Computer Science Applications,2022,Conference Proceeding
Medicine (all),2022,Journal
Artificial Intelligence,2023,Conference Proceeding
Computer Science Applications,2023,Conference Proceeding
Computer Vision and Pattern Recognition,2023,Conference Proceeding
Control and Optimization,2023,Conference Proceeding
Instrumentation,2023,Conference Proceeding
Development,2019,Journal
Finance,2019,Journal
Economics and Econometrics,2019,Journal
Medicine (all),2019,Journal
Obstetrics and Gynecology,2021,Journal
"Radiology, Nuclear Medicine and Imaging",2018,Journal
Materials Science (all),2018,Journal
Mechanics of Materials,2018,Journal
Mechanical Engineering,2018,Journal
Statistics and Probability,2020,Journal
"Statistics, Probability and Uncertainty",2020,Journal
Computational Mathematics,2020,Journal
Medicine (all),2021,Journal
Dermatology,2020,Journal
Modeling and Simulation,2020,Journal
Engineering (miscellaneous),2020,Journal
Earth and Planetary Sciences (miscellaneous),2020,Journal
Materials Science (all),2020,Book Series
Mechanics of Materials,2020,Book Series
Mechanical Engineering,2020,Book Series
"Safety, Risk, Reliability and Quality",2020,Journal
Strategy and Management,2020,Journal
Industrial and Manufacturing Engineering,2020,Journal
Multidisciplinary,2020,Journal
Molecular Biology,2018,Journal
Genetics,2018,Journal
Physics and Astronomy (all),2020,Conference Proceeding
Materials Science (all),2018,Book Series
Mechanics of Materials,2018,Book Series
Mechanical Engineering,2018,Book Series
"Electronic, Optical and Magnetic Materials",2018,Journal
Chemistry (all),2018,Journal
"Atomic and Molecular Physics, and Optics",2018,Journal
Computer Science Applications,2018,Journal
Medicine (all),2019,Journal
Health Policy,2018,Journal
"Public Health, Environmental and Occupational Health",2018,Journal
Information Systems,2022,Conference Proceeding
Software,2022,Conference Proceeding
Decision Sciences (miscellaneous),2022,Conference Proceeding
Information Systems and Management,2022,Conference Proceeding
Artificial Intelligence,2022,Conference Proceeding
Computer Networks and Communications,2022,Conference Proceeding
Computer Science Applications,2022,Conference Proceeding
Software,2018,Conference Proceeding
Human-Computer Interaction,2018,Conference Proceeding
Computer Vision and Pattern Recognition,2018,Conference Proceeding
Computer Networks and Communications,2018,Conference Proceeding
Economics and Econometrics,2019,Journal
Law,2019,Journal
Materials Science (all),2019,Conference Proceeding
Physics and Astronomy (all),2021,Conference Proceeding
Medicine (all),2018,Journal
Materials Science (all),2020,Journal
Mechanics of Materials,2020,Journal
Human Factors and Ergonomics,2023,Journal
Surgery,2021,Journal
Neurology (clinical),2021,Journal
Ophthalmology,2021,Journal
"Public Health, Environmental and Occupational Health",2018,Journal
Infectious Diseases,2018,Journal
Surgery,2019,Journal
Environmental Science (all),2019,Journal
Education,2019,Journal
Language and Linguistics,2019,Journal
Linguistics and Language,2019,Journal
Transplantation,2021,Journal
Development,2019,Journal
Economics and Econometrics,2019,Journal
Political Science and International Relations,2019,Journal
Obstetrics and Gynecology,2022,Journal
Ceramics and Composites,2023,Journal
Biomaterials,2023,Journal
Materials Science (miscellaneous),2023,Journal
Materials Science (all),2023,Journal
Polymers and Plastics,2023,Journal
Metals and Alloys,2023,Journal
"Endocrinology, Diabetes and Metabolism",2020,Journal
Endocrinology,2020,Journal
Radiation,2020,Journal
Materials Science (all),2020,Journal
Condensed Matter Physics,2020,Journal
Epidemiology,2021,Journal
Microbiology (medical),2021,Journal
Infectious Diseases,2021,Journal
Nephrology,2020,Journal
Neurology,2021,Journal
Geriatrics and Gerontology,2021,Journal
Neurology (clinical),2021,Journal
Artificial Intelligence,2020,Conference Proceeding
Computer Science Applications,2020,Conference Proceeding
Human-Computer Interaction,2020,Conference Proceeding
Signal Processing,2020,Conference Proceeding
"Statistics, Probability and Uncertainty",2020,Conference Proceeding
Electrical and Electronic Engineering,2020,Conference Proceeding
Education,2020,Conference Proceeding
Communication,2019,Conference Proceeding
Computer Networks and Communications,2019,Conference Proceeding
Software,2019,Conference Proceeding
Engineering (miscellaneous),2019,Conference Proceeding
Media Technology,2019,Conference Proceeding
Education,2019,Conference Proceeding
Statistics and Probability,2023,Journal
"Statistics, Probability and Uncertainty",2023,Journal
Theoretical Computer Science,2018,Book Series
Computer Science (all),2018,Book Series
Finance,2022,Journal
Economics and Econometrics,2022,Journal
Organizational Behavior and Human Resource Management,2022,Journal
Software,2021,Conference Proceeding
Human-Computer Interaction,2021,Conference Proceeding
Computer Vision and Pattern Recognition,2021,Conference Proceeding
Computer Networks and Communications,2021,Conference Proceeding
Genetics,2021,Journal
Genetics (clinical),2021,Journal
Hematology,2023,Journal
Genetics (clinical),2023,Journal
Control and Systems Engineering,2019,Book Series
Computer Science (all),2019,Book Series
Environmental Science (all),2019,Conference Proceeding
Energy (all),2019,Conference Proceeding
Earth and Planetary Sciences (all),2019,Conference Proceeding
Toxicology,2019,Journal
Environmental Science (all),2019,Journal
Management Information Systems,2022,Conference Proceeding
Computer Networks and Communications,2022,Conference Proceeding
Information Systems and Management,2022,Conference Proceeding
Management Science and Operations Research,2022,Conference Proceeding
Education,2022,Conference Proceeding
Communication,2022,Conference Proceeding
Obstetrics and Gynecology,2022,Journal
Industrial and Manufacturing Engineering,2020,Book Series
Metals and Alloys,2021,Journal
Energy (all),2023,Journal
Language and Linguistics,2020,Journal
Education,2020,Journal
Linguistics and Language,2020,Journal
Animal Science and Zoology,2023,Journal
Physics and Astronomy (miscellaneous),2022,Journal
"Business, Management and Accounting (miscellaneous)",2022,Conference Proceeding
Industrial and Manufacturing Engineering,2022,Conference Proceeding
"Safety, Risk, Reliability and Quality",2022,Conference Proceeding
"Ecology, Evolution, Behavior and Systematics",2018,Journal
Animal Science and Zoology,2018,Journal
Oncology,2018,Journal
Gastroenterology,2018,Journal
Health Policy,2019,Journal
"Public Health, Environmental and Occupational Health",2019,Journal
Ecological Modeling,2019,Conference Proceeding
Environmental Chemistry,2019,Conference Proceeding
Pollution,2019,Conference Proceeding
Waste Management and Disposal,2019,Conference Proceeding
Water Science and Technology,2019,Conference Proceeding
Software,2018,Journal
Management Information Systems,2018,Journal
Information Systems and Management,2018,Journal
Artificial Intelligence,2018,Journal
Computer Networks and Communications,2023,Conference Proceeding
Information Systems,2023,Conference Proceeding
Signal Processing,2023,Conference Proceeding
Decision Sciences (miscellaneous),2023,Conference Proceeding
Information Systems and Management,2023,Conference Proceeding
Artificial Intelligence,2023,Conference Proceeding
Civil and Structural Engineering,2023,Book Series
"Business, Management and Accounting (miscellaneous)",2019,Conference Proceeding
Industrial and Manufacturing Engineering,2019,Conference Proceeding
"Safety, Risk, Reliability and Quality",2019,Conference Proceeding
Chemistry (all),2021,Journal
"Biochemistry, Genetics and Molecular Biology (all)",2021,Journal
Physics and Astronomy (all),2021,Journal
Veterinary (all),2021,Journal
Computer Networks and Communications,2023,Conference Proceeding
Information Systems,2023,Conference Proceeding
Theoretical Computer Science,2020,Book Series
Computer Science (all),2020,Book Series
Toxicology,2020,Journal
Environmental Science (all),2020,Journal
History and Philosophy of Science,2021,Journal
Political Science and International Relations,2021,Journal
Sociology and Political Science,2021,Journal
Religious Studies,2021,Journal
Materials Science (all),2019,Conference Proceeding
Environmental Engineering,2019,Journal
"Renewable Energy, Sustainability and the Environment",2019,Journal
Water Science and Technology,2019,Journal
Waste Management and Disposal,2019,Journal
Pollution,2019,Journal
Cultural Studies,2020,Journal
Communication,2020,Journal
Rheumatology,2023,Journal
Public Administration,2020,Journal
"Public Health, Environmental and Occupational Health",2020,Journal
Medicine (all),2020,Journal
Epidemiology,2022,Journal
Parasitology,2022,Journal
Microbiology,2022,Journal
Immunology,2022,Journal
Drug Discovery,2022,Journal
Infectious Diseases,2022,Journal
Virology,2022,Journal
Complementary and Alternative Medicine,2018,Journal
"Renewable Energy, Sustainability and the Environment",2022,Journal
Physics and Astronomy (all),2023,Conference Proceeding
Civil and Structural Engineering,2021,Journal
Medicine (miscellaneous),2019,Journal
"Public Health, Environmental and Occupational Health",2019,Journal
Infectious Diseases,2019,Journal
Environmental Science (all),2019,Conference Proceeding
Earth and Planetary Sciences (all),2019,Conference Proceeding
Artificial Intelligence,2019,Book Series
"Safety, Risk, Reliability and Quality",2023,Journal
Engineering (miscellaneous),2023,Journal
Civil and Structural Engineering,2019,Journal
Transportation,2019,Journal
Fluid Flow and Transfer Processes,2019,Journal
Surgery,2019,Journal
Orthopedics and Sports Medicine,2019,Journal
Health Policy,2018,Journal
Infectious Diseases,2018,Journal
Pharmacology (medical),2018,Journal
Electrical and Electronic Engineering,2023,Conference Proceeding
Control and Systems Engineering,2023,Conference Proceeding
Computer Science Applications,2023,Conference Proceeding
Software,2023,Conference Proceeding
Geotechnical Engineering and Engineering Geology,2021,Journal
Energy (all),2021,Journal
Materials Science (all),2021,Conference Proceeding
Engineering (all),2020,Journal
Toxicology,2019,Journal
Environmental Science (all),2019,Journal
Physics and Astronomy (all),2018,Conference Proceeding
Social Sciences (all),2018,Journal
Algebra and Number Theory,2019,Journal
Chemical Engineering (miscellaneous),2019,Journal
Polymers and Plastics,2019,Journal
"Biochemistry, Genetics and Molecular Biology (all)",2018,Journal
Pharmaceutical Science,2019,Journal
Computer Networks and Communications,2018,Conference Proceeding
Computer Vision and Pattern Recognition,2018,Conference Proceeding
Computer Science (all),2019,Book Series
Mathematics (all),2019,Book Series
Engineering (all),2018,Journal
Management Science and Operations Research,2020,Conference Proceeding
Aerospace Engineering,2020,Conference Proceeding
Biomedical Engineering,2020,Conference Proceeding
Electrical and Electronic Engineering,2020,Conference Proceeding
Industrial and Manufacturing Engineering,2020,Conference Proceeding
Control and Optimization,2020,Conference Proceeding
Medicine (all),2018,Journal
Civil and Structural Engineering,2018,Journal
Parasitology,2018,Journal
Virology,2018,Journal
Infectious Diseases,2018,Journal
Chemistry (all),2020,Journal
Chemical Engineering (all),2020,Journal
Surgery,2018,Journal
History and Philosophy of Science,2021,Journal
Political Science and International Relations,2021,Journal
Sociology and Political Science,2021,Journal
Religious Studies,2021,Journal
Multidisciplinary,2022,Journal
Medicine (all),2023,Journal
Energy (all),2022,Journal
Philosophy,2021,Journal
Social Sciences (all),2022,Journal
Immunology and Allergy,2019,Journal
Immunology,2019,Journal
Social Sciences (all),2021,Journal
Education,2020,Journal
Computer Science Applications,2020,Journal
Multidisciplinary,2021,Journal
Artificial Intelligence,2019,Book Series
"Ecology, Evolution, Behavior and Systematics",2020,Journal
Plant Science,2020,Journal
"Pediatrics, Perinatology and Child Health",2019,Journal
"Radiology, Nuclear Medicine and Imaging",2019,Journal
Arts and Humanities (all),2022,Journal
Social Sciences (all),2022,Journal
Materials Science (all),2020,Book Series
Mechanics of Materials,2020,Book Series
Mechanical Engineering,2020,Book Series
Materials Science (all),2020,Journal
Mechanics of Materials,2020,Journal
Computer Science Applications,2022,Conference Proceeding
Electrical and Electronic Engineering,2022,Conference Proceeding
Control and Systems Engineering,2019,Journal
Computer Science (all),2019,Journal
Chemistry (all),2021,Journal
Chemical Engineering (all),2021,Journal
Materials Science (all),2019,Journal
Mechanics of Materials,2019,Journal
Mechanical Engineering,2019,Journal
"Public Health, Environmental and Occupational Health",2018,Journal
Environmental Engineering,2020,Book Series
Information Systems,2020,Book Series
Obstetrics and Gynecology,2022,Journal
Cultural Studies,2018,Journal
Language and Linguistics,2018,Journal
Philosophy,2018,Journal
Linguistics and Language,2018,Journal
Literature and Literary Theory,2018,Journal
Surgery,2022,Journal
Orthopedics and Sports Medicine,2022,Journal
Software,2018,Conference Proceeding
Human-Computer Interaction,2018,Conference Proceeding
Computer Vision and Pattern Recognition,2018,Conference Proceeding
Computer Networks and Communications,2018,Conference Proceeding
Artificial Intelligence,2021,Conference Proceeding
Computer Networks and Communications,2021,Conference Proceeding
Computer Science Applications,2021,Conference Proceeding
Hardware and Architecture,2021,Conference Proceeding
Signal Processing,2021,Conference Proceeding
Acoustics and Ultrasonics,2021,Conference Proceeding
Food Science,2020,Journal
Bioengineering,2020,Journal
Process Chemistry and Technology,2020,Journal
"Public Health, Environmental and Occupational Health",2020,Journal
Infectious Diseases,2020,Journal
Chemistry (all),2020,Journal
Materials Science (all),2021,Book Series
Mechanics of Materials,2021,Book Series
Mechanical Engineering,2021,Book Series
Multidisciplinary,2020,Journal
"Economics, Econometrics and Finance (miscellaneous)",2020,Journal
"Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",2020,Journal
Health Policy,2020,Journal
Energy (all),2020,Journal
Physics and Astronomy (all),2023,Conference Proceeding
"Safety, Risk, Reliability and Quality",2018,Conference Proceeding
Instrumentation,2018,Conference Proceeding
Energy (all),2018,Conference Proceeding
Computer Science Applications,2022,Conference Proceeding
Biomedical Engineering,2022,Conference Proceeding
Biomaterials,2022,Conference Proceeding
Modeling and Simulation,2022,Conference Proceeding
Instrumentation,2022,Conference Proceeding
Chemical Engineering (all),2020,Journal
Artificial Intelligence,2023,Conference Proceeding
Computer Networks and Communications,2023,Conference Proceeding
Computer Science Applications,2023,Conference Proceeding
Computer Vision and Pattern Recognition,2023,Conference Proceeding
Software,2023,Conference Proceeding
Environmental Science (all),2020,Journal
Medicine (all),2022,Journal
Physics and Astronomy (all),2019,Conference Proceeding
Management Information Systems,2020,Journal
Information Systems and Management,2020,Journal
Management of Technology and Innovation,2020,Journal
Engineering (all),2018,Journal
Energy (all),2022,Journal
Gastroenterology,2019,Journal
"Atomic and Molecular Physics, and Optics",2020,Journal
Condensed Matter Physics,2020,Journal
Electrical and Electronic Engineering,2020,Journal
Gastroenterology,2020,Journal
Medicine (all),2019,Journal
Industrial and Manufacturing Engineering,2019,Conference Proceeding
Decision Sciences (miscellaneous),2019,Conference Proceeding
"Geography, Planning and Development",2019,Journal
"Tourism, Leisure and Hospitality Management",2019,Journal
Nature and Landscape Conservation,2019,Journal
Obstetrics and Gynecology,2020,Journal
Critical Care and Intensive Care Medicine,2018,Journal
Cultural Studies,2023,Journal
History,2023,Journal
Development,2023,Journal
Anthropology,2023,Journal
Religious Studies,2023,Journal
Literature and Literary Theory,2023,Journal
History and Philosophy of Science,2023,Journal
Surgery,2021,Journal
Chemical Engineering (all),2020,Journal
Biomaterials,2018,Journal
Biomedical Engineering,2018,Journal
Education,2021,Journal
Applied Mathematics,2021,Journal
Hepatology,2018,Journal
Gastroenterology,2018,Journal
"Pediatrics, Perinatology and Child Health",2022,Journal
Hematology,2022,Journal
Oncology,2022,Journal
Artificial Intelligence,2023,Conference Proceeding
Computer Graphics and Computer-Aided Design,2023,Conference Proceeding
Computer Networks and Communications,2023,Conference Proceeding
Computer Science Applications,2023,Conference Proceeding
Hardware and Architecture,2023,Conference Proceeding
Electrical and Electronic Engineering,2023,Conference Proceeding
"Geography, Planning and Development",2023,Journal
Earth-Surface Processes,2023,Journal
Artificial Intelligence,2020,Conference Proceeding
Computer Networks and Communications,2020,Conference Proceeding
Computer Science Applications,2020,Conference Proceeding
Engineering (miscellaneous),2020,Conference Proceeding
Computational Mathematics,2020,Conference Proceeding
Control and Optimization,2020,Conference Proceeding
Modeling and Simulation,2020,Conference Proceeding
Computational Theory and Mathematics,2020,Conference Proceeding
Immunology and Allergy,2018,Journal
Hematology,2018,Journal
"Public Health, Environmental and Occupational Health",2018,Journal
Clinical Biochemistry,2018,Journal
Medical Laboratory Technology,2018,Journal
Biochemistry (medical),2018,Journal
Microbiology (medical),2018,Journal
Modeling and Simulation,2019,Conference Proceeding
Control and Optimization,2019,Conference Proceeding
Process Chemistry and Technology,2019,Conference Proceeding
Computational Theory and Mathematics,2019,Conference Proceeding
Computer Science Applications,2019,Conference Proceeding
Industrial and Manufacturing Engineering,2019,Conference Proceeding
Ceramics and Composites,2023,Journal
Biomaterials,2023,Journal
Materials Science (miscellaneous),2023,Journal
Materials Science (all),2023,Journal
Polymers and Plastics,2023,Journal
Metals and Alloys,2023,Journal
Education,2019,Journal
Arts and Humanities (miscellaneous),2019,Journal
Neurology (clinical),2022,Journal
Obstetrics and Gynecology,2023,Journal
Physics and Astronomy (all),2018,Conference Proceeding
Engineering (all),2019,Journal
Artificial Intelligence,2020,Conference Proceeding
Computer Networks and Communications,2020,Conference Proceeding
Hardware and Architecture,2020,Conference Proceeding
Software,2020,Conference Proceeding
Information Systems and Management,2020,Conference Proceeding
Electrical and Electronic Engineering,2020,Conference Proceeding
Instrumentation,2020,Conference Proceeding
Health Policy,2018,Journal
"Public Health, Environmental and Occupational Health",2018,Journal
"Radiology, Nuclear Medicine and Imaging",2019,Journal
Gastroenterology,2019,Journal
Pharmaceutical Science,2018,Journal
Medicine (all),2019,Journal
Nephrology,2022,Journal
Artificial Intelligence,2019,Book Series
Medicine (all),2022,Journal
Gastroenterology,2019,Journal
Cultural Studies,2018,Journal
History,2018,Journal
Social Sciences (all),2019,Book
Multidisciplinary,2022,Journal
Computer Networks and Communications,2018,Conference Proceeding
Software,2018,Conference Proceeding
Artificial Intelligence,2018,Conference Proceeding
Information Systems and Management,2018,Conference Proceeding
"Safety, Risk, Reliability and Quality",2018,Conference Proceeding
Public Administration,2018,Conference Proceeding
Nephrology,2023,Journal
Cardiology and Cardiovascular Medicine,2023,Journal
Physiology (medical),2023,Journal
Instrumentation,2019,Journal
Condensed Matter Physics,2019,Journal
"Surfaces, Coatings and Films",2019,Journal
Business and International Management,2021,Journal
"Economics, Econometrics and Finance (all)",2021,Journal
Artificial Intelligence,2020,Conference Proceeding
Computer Science Applications,2020,Conference Proceeding
Software,2020,Conference Proceeding
Information Systems and Management,2020,Conference Proceeding
Modeling and Simulation,2020,Conference Proceeding
Artificial Intelligence,2019,Conference Proceeding
Computer Science Applications,2019,Conference Proceeding
Signal Processing,2019,Conference Proceeding
Industrial and Manufacturing Engineering,2020,Book Series
Fuel Technology,2021,Journal
Geotechnical Engineering and Engineering Geology,2021,Journal
Materials Science (all),2021,Journal
Mechanics of Materials,2021,Journal
Conservation,2021,Journal
Urban Studies,2021,Journal
Nature and Landscape Conservation,2021,Journal
"Management, Monitoring, Policy and Law",2021,Journal
Surgery,2022,Journal
Energy Engineering and Power Technology,2019,Conference Proceeding
Nuclear Energy and Engineering,2019,Conference Proceeding
"Renewable Energy, Sustainability and the Environment",2019,Conference Proceeding
Electrical and Electronic Engineering,2019,Conference Proceeding
Orthopedics and Sports Medicine,2021,Journal
Bioengineering,2019,Conference Proceeding
Electrical and Electronic Engineering,2019,Conference Proceeding
Materials Chemistry,2019,Conference Proceeding
Condensed Matter Physics,2019,Conference Proceeding
Epidemiology,2018,Journal
Oncology,2018,Journal
"Public Health, Environmental and Occupational Health",2018,Journal
Cancer Research,2018,Journal
Medicine (all),2022,Journal
Epidemiology,2020,Journal
Oncology,2020,Journal
"Public Health, Environmental and Occupational Health",2020,Journal
Cancer Research,2020,Journal
Medicine (all),2022,Journal
Business and International Management,2022,Journal
Finance,2022,Journal
Economics and Econometrics,2022,Journal
Strategy and Management,2022,Journal
"Ecology, Evolution, Behavior and Systematics",2020,Journal
Animal Science and Zoology,2020,Journal
Computer Science Applications,2019,Conference Proceeding
Control and Optimization,2019,Conference Proceeding
Mechanical Engineering,2019,Conference Proceeding
"Electronic, Optical and Magnetic Materials",2023,Journal
Control and Systems Engineering,2023,Journal
Ceramics and Composites,2023,Journal
Condensed Matter Physics,2023,Journal
Electrical and Electronic Engineering,2023,Journal
Materials Chemistry,2023,Journal
Medicine (all),2022,Journal
Engineering (all),2019,Journal
Management of Technology and Innovation,2019,Journal
Engineering (all),2018,Journal
Nursing (all),2023,Journal
Materials Science (all),2018,Journal
Mechanics of Materials,2018,Journal
Physics and Astronomy (all),2020,Conference Proceeding
Language and Linguistics,2021,Journal
Linguistics and Language,2021,Journal
History,2020,Journal
Literature and Literary Theory,2020,Journal
Dermatology,2022,Journal
Infectious Diseases,2022,Journal
Pharmacy,2018,Journal
Pharmaceutical Science,2018,Journal
Materials Science (all),2018,Journal
Mechanics of Materials,2018,Journal
Biochemistry,2022,Journal
Molecular Biology,2022,Journal
Plant Science,2022,Journal
Horticulture,2022,Journal
Ophthalmology,2019,Journal
Cardiology and Cardiovascular Medicine,2019,Journal
Environmental Science (all),2020,Journal
Software,2019,Conference Proceeding
Human-Computer Interaction,2019,Conference Proceeding
Computer Vision and Pattern Recognition,2019,Conference Proceeding
Computer Networks and Communications,2019,Conference Proceeding
Otorhinolaryngology,2018,Journal
Hematology,2022,Journal
Logic,2022,Journal
Artificial Intelligence,2022,Journal
"Ecology, Evolution, Behavior and Systematics",2019,Journal
Animal Science and Zoology,2019,Journal
Medicine (all),2021,Journal
"Biochemistry, Genetics and Molecular Biology (all)",2021,Journal
Immunology and Microbiology (all),2021,Journal
"Pharmacology, Toxicology and Pharmaceutics (all)",2021,Journal
Chemistry (all),2019,Journal
Software,2018,Journal
Computer Graphics and Computer-Aided Design,2018,Journal
Computational Mathematics,2018,Journal
Otorhinolaryngology,2023,Journal
Social Sciences (all),2019,Journal
Education,2019,Journal
Linguistics and Language,2019,Journal
Ophthalmology,2022,Journal
Computer Networks and Communications,2020,Conference Proceeding
Signal Processing,2020,Conference Proceeding
Instrumentation,2020,Conference Proceeding
"Atomic and Molecular Physics, and Optics",2020,Conference Proceeding
Nephrology,2021,Journal
Control and Systems Engineering,2019,Conference Proceeding
Reproductive Medicine,2022,Journal
Obstetrics and Gynecology,2022,Journal
Animal Science and Zoology,2020,Journal
Agricultural and Biological Sciences (all),2022,Book
Medicine (all),2020,Journal
Finance,2020,Journal
Immunology and Allergy,2022,Journal
Artificial Intelligence,2021,Conference Proceeding
Computer Science Applications,2021,Conference Proceeding
Hardware and Architecture,2021,Conference Proceeding
Control and Systems Engineering,2021,Conference Proceeding
"Safety, Risk, Reliability and Quality",2021,Conference Proceeding
Control and Optimization,2021,Conference Proceeding
Modeling and Simulation,2021,Conference Proceeding
Modeling and Simulation,2019,Journal
Engineering (all),2019,Journal
Computer Science Applications,2019,Journal
Education,2020,Journal
Information Systems and Management,2022,Conference Proceeding
Energy Engineering and Power Technology,2022,Conference Proceeding
Electrical and Electronic Engineering,2022,Conference Proceeding
Computer Networks and Communications,2022,Conference Proceeding
"Safety, Risk, Reliability and Quality",2022,Conference Proceeding
Control and Optimization,2022,Conference Proceeding
Instrumentation,2022,Conference Proceeding
Education,2020,Journal
Developmental and Educational Psychology,2020,Journal
Finance,2020,Journal
Artificial Intelligence,2020,Conference Proceeding
Computer Science Applications,2020,Conference Proceeding
Computer Vision and Pattern Recognition,2020,Conference Proceeding
Information Systems,2020,Conference Proceeding
Information Systems and Management,2020,Conference Proceeding
Oncology,2021,Journal
Obstetrics and Gynecology,2021,Journal
Arts and Humanities (all),2020,Journal
Social Sciences (all),2020,Journal
Materials Science (all),2018,Book Series
Condensed Matter Physics,2018,Book Series
Mechanics of Materials,2018,Book Series
Mechanical Engineering,2018,Book Series
Health Policy,2018,Journal
"Public Health, Environmental and Occupational Health",2018,Journal
Microbiology (medical),2020,Journal
Infectious Diseases,2020,Journal
Materials Science (all),2020,Book Series
Condensed Matter Physics,2020,Book Series
Mechanics of Materials,2020,Book Series
Mechanical Engineering,2020,Book Series
Computer Networks and Communications,2022,Conference Proceeding
Signal Processing,2022,Conference Proceeding
Instrumentation,2022,Conference Proceeding
Economics and Econometrics,2019,Journal
"Tourism, Leisure and Hospitality Management",2019,Journal
"Management, Monitoring, Policy and Law",2019,Journal
Surgery,2020,Journal
Orthopedics and Sports Medicine,2020,Journal
"Renewable Energy, Sustainability and the Environment",2019,Journal
Fuel Technology,2019,Journal
Energy Engineering and Power Technology,2019,Journal
Finance,2021,Journal
Economics and Econometrics,2021,Journal
Artificial Intelligence,2021,Conference Proceeding
Electrical and Electronic Engineering,2021,Conference Proceeding
Mechanical Engineering,2021,Conference Proceeding
Control and Optimization,2021,Conference Proceeding
Instrumentation,2021,Conference Proceeding
"Geography, Planning and Development",2023,Journal
Urban Studies,2023,Journal
Finance,2021,Journal
Economics and Econometrics,2021,Journal
Surgery,2020,Journal
Oral Surgery,2020,Journal
Otorhinolaryngology,2020,Journal
Medicine (all),2021,Journal
Infectious Diseases,2021,Journal
Epidemiology,2021,Journal
"Public Health, Environmental and Occupational Health",2021,Journal
Pharmacology,2021,Journal
Pharmaceutical Science,2021,Journal
Veterinary (all),2019,Journal
Chemical Engineering (all),2021,Journal
Immunology and Allergy,2020,Journal
Immunology,2020,Journal
Materials Science (all),2018,Book Series
Mechanics of Materials,2018,Book Series
Mechanical Engineering,2018,Book Series
Chemical Engineering (all),2020,Journal
Engineering (all),2020,Journal
"Ecology, Evolution, Behavior and Systematics",2023,Journal
Ecology,2023,Journal
Automotive Engineering,2020,Journal
"Safety, Risk, Reliability and Quality",2020,Journal
Pollution,2020,Journal
Industrial and Manufacturing Engineering,2020,Journal
Microbiology,2020,Journal
Infectious Diseases,2020,Journal
Multidisciplinary,2018,Journal
Medicine (all),2023,Journal
Cardiology and Cardiovascular Medicine,2021,Journal
Physiology (medical),2021,Journal
Environmental Science (all),2021,Journal
Multidisciplinary,2023,Book Series
Materials Science (all),2018,Journal
Mechanics of Materials,2018,Journal
"Geography, Planning and Development",2023,Journal
Economics and Econometrics,2023,Journal
"Management, Monitoring, Policy and Law",2023,Journal
Dermatology,2022,Journal
Health Policy,2020,Journal
"Public Health, Environmental and Occupational Health",2020,Journal
Environmental Science (all),2020,Conference Proceeding
Earth and Planetary Sciences (all),2020,Conference Proceeding
"Pharmacology, Toxicology and Pharmaceutics (all)",2020,Journal
Pharmacology (medical),2020,Journal
Surgery,2023,Journal
Neurology (clinical),2023,Journal
Oncology,2020,Journal
Obstetrics and Gynecology,2020,Journal
Maternity and Midwifery,2020,Journal
Physics and Astronomy (miscellaneous),2020,Journal
Communication,2018,Journal
Language and Linguistics,2018,Journal
Linguistics and Language,2018,Journal
"Public Health, Environmental and Occupational Health",2020,Journal
Epidemiology,2023,Journal
Microbiology (medical),2023,Journal
Infectious Diseases,2023,Journal
Physics and Astronomy (all),2018,Conference Proceeding
Control and Systems Engineering,2018,Journal
Civil and Structural Engineering,2018,Journal
Building and Construction,2018,Journal
Computer Networks and Communications,2018,Journal
Dermatology,2022,Journal
Language and Linguistics,2022,Journal
Education,2022,Journal
Linguistics and Language,2022,Journal
Orthopedics and Sports Medicine,2021,Journal
Epidemiology,2022,Journal
Microbiology (medical),2022,Journal
Infectious Diseases,2022,Journal
Molecular Biology,2022,Journal
Immunology and Microbiology (miscellaneous),2022,Journal
Genetics,2022,Journal
Ophthalmology,2020,Journal
Software,2020,Conference Proceeding
Signal Processing,2020,Conference Proceeding
Electrical and Electronic Engineering,2020,Conference Proceeding
Obstetrics and Gynecology,2020,Journal
Physics and Astronomy (all),2022,Conference Proceeding
Environmental Engineering,2018,Journal
Ocean Engineering,2018,Journal
Computer Science Applications,2019,Conference Proceeding
Urban Studies,2019,Conference Proceeding
Computer Networks and Communications,2019,Conference Proceeding
Mechanics of Materials,2020,Journal
Surfaces and Interfaces,2020,Journal
"Surfaces, Coatings and Films",2020,Journal
Orthopedics and Sports Medicine,2018,Journal
Information Systems,2019,Conference Proceeding
Engineering (miscellaneous),2021,Conference Proceeding
Instrumentation,2021,Conference Proceeding
Artificial Intelligence,2021,Conference Proceeding
Computer Networks and Communications,2021,Conference Proceeding
Computer Science Applications,2021,Conference Proceeding
Hardware and Architecture,2021,Conference Proceeding
Signal Processing,2021,Conference Proceeding
Software,2021,Conference Proceeding
Engineering (all),2019,Journal
"Ecology, Evolution, Behavior and Systematics",2019,Journal
Ecology,2019,Journal
Agronomy and Crop Science,2019,Journal
Insect Science,2019,Journal
Electrical and Electronic Engineering,2018,Conference Proceeding
Medicine (all),2021,Journal
Control and Systems Engineering,2022,Conference Proceeding
Control and Optimization,2022,Conference Proceeding
Engineering (all),2021,Journal
